Filename,DES_Size,DES_Complexity,DES_Design Smells,SCC_LOC,SCC_CLOC,SCC_COMPLEXITY,ARCH_Revisions,ARCH_Dependent Partners,ARCH_Depends on Partners,ARCH_Total Dependencies,ARCH_CoChange Partners,ARCH_Bug Commits,ARCH_Churn,DV8_LOC,DV8_TargetChangeCount,DV8_TargetChurn,DV8_ChangeCount,DV8_ChangeChurn,DV8_TotalIssues,DV8_Clique,DV8_Crossing,DV8_IsCenter,DV8_ModularityViolation,DV8_PackageCycle,DV8_UnhealthyInheritance,DV8_UnstableInterface,DV8_isUnstableInterface,DV8_PresentInIssues,SQ_Issues,SQ_CodeSmells,SQ_Bugs,SQ_Vulnerabilities,SQ_SecuritySpots,S101_Fat,S101_ClassTangles,S101_PkgTangles
tez-api.src.main.java.org.apache.tez.dag.api.VertexManagerPluginDescriptor_java,14,3,1,42,16,0,0,11,1,12,0,0,0,16,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.VertexManagerPlugin_java,77,12,0,164,53,3,1,10,8,18,0,0,45,53,0,0,1,45,3,0,0,0,0,2,1,0,0,2,13,13,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.Vertex_java,427,78,2,716,384,63,4,33,18,51,3,0,209,384,0,0,3,99,9,1,1,0,2,4,1,0,0,5,18,18,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.client.DAGClientImpl_java,486,101,2,659,538,150,9,1,15,16,4,8,140,540,7,107,8,130,7,1,0,0,0,3,3,0,0,3,24,22,2,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.client.DAGClientInternal_java,61,10,0,128,29,0,2,3,3,6,0,2,130,29,1,116,1,116,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.client.DAGClientTimelineImpl_java,342,51,0,523,430,52,4,1,10,11,1,3,75,430,2,59,3,64,4,1,0,0,0,2,1,0,0,3,15,13,2,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.client.DAGClient_java,72,11,0,143,32,0,4,14,3,17,1,4,33,32,3,20,3,20,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.client.DAGStatus_java,112,27,0,213,149,29,1,21,7,28,0,1,4,149,1,4,1,4,5,1,0,0,0,2,2,0,0,3,2,2,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.client.DagStatusSource_java,0,0,0,22,6,0,0,4,0,4,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.client.Progress_java,78,16,0,136,98,19,1,9,0,9,0,0,13,98,0,0,1,13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.client.StatusGetOpts_java,0,0,0,33,8,0,0,15,0,15,0,0,0,8,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.client.TimelineReaderFactory_java,215,30,2,390,283,17,2,1,2,3,0,2,406,283,1,387,1,387,1,0,0,0,0,1,0,0,0,1,4,4,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.client.VertexStatus_java,85,23,0,163,123,17,1,16,6,22,0,1,4,123,1,4,1,4,5,1,0,0,0,2,2,0,0,3,0,0,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.client.rpc.DAGClientAMProtocolBlockingPB_java,2,0,1,32,11,0,0,7,0,7,0,0,0,11,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.client.rpc.DAGClientRPCImpl_java,180,34,1,306,242,28,4,1,14,15,1,3,88,245,2,65,3,78,6,1,0,0,1,2,2,0,0,4,13,13,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.dag.api.client.rpc.package-info_java,0,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.event.VertexStateUpdateParallelismUpdated_java,26,3,2,50,17,0,0,1,2,3,0,0,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.event.VertexStateUpdate_java,28,4,0,60,23,0,0,23,1,24,0,0,0,23,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.dag.api.event.VertexState_java,0,0,0,65,14,0,1,18,0,18,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.AbstractLogicalIOProcessor_java,19,4,3,56,18,0,0,14,3,17,0,0,0,18,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.AbstractLogicalInput_java,34,5,3,88,24,0,2,9,4,13,0,1,7,24,1,2,2,7,5,0,0,0,2,1,2,0,0,3,3,3,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.AbstractLogicalOutput_java,31,4,3,76,19,0,0,6,3,9,0,0,0,19,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.DagIdentifier_java,4,2,0,26,5,0,1,3,0,3,0,0,26,5,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.Event_java,5,0,1,32,5,0,0,64,0,64,0,0,0,5,0,0,0,0,3,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.ExecutionContext_java,10,1,0,32,6,0,0,15,0,15,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.InputContext_java,24,4,1,56,9,0,0,25,2,27,0,0,0,9,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.InputFrameworkInterface_java,22,3,1,77,9,0,0,2,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.InputInitializerContext_java,71,13,0,127,29,0,1,6,4,10,0,1,7,31,1,7,1,7,2,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.InputInitializer_java,39,5,0,110,24,0,0,10,3,13,0,0,0,24,0,0,0,0,2,0,0,0,0,2,0,0,0,1,4,4,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.InputSpecUpdate_java,52,10,0,110,52,2,0,8,1,9,0,0,0,52,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.InputStatisticsReporter_java,15,2,1,47,9,0,0,6,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.InputStatistics_java,15,2,1,49,10,0,0,2,1,3,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.Input_java,16,2,0,62,7,0,0,20,1,21,0,0,0,7,0,0,0,0,2,0,0,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.LogicalIOProcessorFrameworkInterface_java,12,1,2,47,8,0,0,2,1,3,0,0,0,8,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.LogicalIOProcessor_java,5,0,2,29,5,0,0,3,1,4,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.LogicalInputFrameworkInterface_java,5,0,2,32,5,0,0,1,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.LogicalInput_java,5,0,1,33,5,0,0,16,1,17,0,0,0,5,0,0,0,0,3,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.LogicalOutputFrameworkInterface_java,5,0,2,31,5,0,0,2,1,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.LogicalOutput_java,5,0,1,33,5,0,0,15,1,16,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.MemoryUpdateCallback_java,6,1,0,37,8,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.MergedInputContext_java,23,4,0,54,10,0,1,6,1,7,0,0,5,10,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.MergedLogicalInput_java,46,10,1,100,42,3,2,7,4,11,0,1,7,42,1,2,2,7,3,0,0,0,1,1,1,0,0,3,2,2,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.ObjectRegistry_java,38,5,0,104,12,0,0,9,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.OutputCommitterContext_java,45,8,0,81,15,0,0,5,1,6,0,0,0,15,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.OutputCommitter_java,56,8,0,116,25,0,0,7,2,9,0,0,0,25,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,5,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.OutputContext_java,20,3,1,51,8,0,0,20,2,22,0,0,0,8,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.OutputFrameworkInterface_java,22,3,1,70,9,0,0,2,0,2,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.OutputStatisticsReporter_java,15,2,0,46,9,0,0,6,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.OutputStatistics_java,15,2,1,50,10,0,0,2,1,3,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.Output_java,16,2,0,64,7,0,0,15,1,16,0,0,0,7,0,0,0,0,3,0,0,0,0,2,1,0,0,2,2,2,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.ProcessorContext_java,45,6,1,120,13,0,2,28,2,30,0,0,47,20,0,0,2,47,4,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.ProcessorFrameworkInterface_java,24,4,1,68,12,0,0,2,0,2,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.Processor_java,5,0,1,32,5,0,0,7,0,7,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.ProgressFailedException_java,12,3,1,46,18,0,1,11,1,12,0,1,46,18,1,46,1,46,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.Reader_java,5,0,1,33,7,0,0,11,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.TaskAttemptIdentifier_java,4,2,0,26,5,0,1,15,1,16,0,0,26,5,0,0,1,26,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.TaskContext_java,135,25,1,253,46,0,3,48,6,54,2,0,61,48,0,0,2,27,5,0,0,0,1,2,1,1,0,4,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.TaskFailureType_java,0,0,0,31,5,0,1,26,0,26,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.TaskIdentifier_java,4,2,0,26,5,0,1,10,1,11,0,0,26,5,0,0,1,26,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.VertexIdentifier_java,5,3,0,28,6,0,1,10,1,11,0,0,28,6,0,0,1,28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.VertexStatistics_java,17,2,1,58,11,0,0,4,4,8,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.Writer_java,5,0,1,32,7,0,0,6,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.CompositeDataMovementEvent_java,72,14,0,148,71,1,1,8,4,12,0,1,6,71,1,6,1,6,3,0,0,0,0,2,1,0,0,2,2,1,1,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.CompositeRoutedDataMovementEvent_java,62,12,0,126,69,1,1,6,2,8,0,1,126,69,1,126,1,126,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.CustomProcessorEvent_java,29,7,0,65,33,0,2,5,1,6,0,2,67,33,2,67,2,67,3,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.DataMovementEvent_java,73,13,0,149,70,1,0,17,2,19,0,0,0,70,0,0,0,0,3,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.InputConfigureVertexTasksEvent_java,25,5,0,65,33,0,0,3,4,7,0,0,0,33,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.InputDataInformationEvent_java,48,10,0,108,54,3,0,15,3,18,0,0,0,54,0,0,0,0,3,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.InputFailedEvent_java,42,8,0,92,38,0,0,7,1,8,0,0,0,38,0,0,0,0,3,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.InputInitializerEvent_java,58,8,0,120,49,1,0,9,2,11,0,0,0,49,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.InputReadErrorEvent_java,35,5,0,72,29,0,0,12,1,13,0,0,0,54,0,0,1,45,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.InputUpdatePayloadEvent_java,16,3,0,55,22,1,0,2,2,4,0,0,0,22,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.runtime.api.events.VertexManagerEvent_java,44,6,0,91,38,3,1,15,3,18,0,0,22,38,0,0,1,22,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ContainerEndReason_java,0,0,0,31,15,0,2,7,0,7,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ContainerLaunchRequest_java,40,5,0,86,45,0,3,6,1,7,0,1,94,45,1,2,2,13,2,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ContainerLauncherContext_java,49,8,1,105,18,0,5,6,2,8,15,0,137,18,0,0,2,68,9,0,0,0,6,0,2,1,0,3,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ContainerLauncherDescriptor_java,8,2,0,32,14,0,1,1,1,2,0,0,32,14,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ContainerLauncherOperationBase_java,34,5,0,75,36,0,3,5,0,5,4,0,83,36,0,0,1,17,5,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ContainerLauncher_java,46,7,0,95,27,0,5,5,5,10,12,0,115,27,0,0,3,57,5,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ContainerStopRequest_java,15,2,0,50,28,0,2,6,1,7,0,0,50,28,0,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.DagInfo_java,19,5,0,44,10,0,3,16,0,16,1,1,44,12,1,8,2,14,4,0,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ServicePluginContextBase_java,22,3,1,49,10,0,1,10,3,13,0,0,49,10,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ServicePluginErrorDefaults_java,0,0,0,76,21,0,1,0,1,1,0,0,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ServicePluginError_java,13,2,0,48,12,0,1,12,0,12,0,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ServicePluginException_java,16,4,1,36,14,0,1,3,0,3,0,0,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.ServicePluginsDescriptor_java,79,11,0,174,84,6,6,4,4,8,8,0,188,84,0,0,4,79,6,1,1,0,3,1,0,0,0,4,0,0,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.serviceplugins.api.TaskAttemptEndReason_java,0,0,0,32,16,0,4,18,0,18,10,0,48,16,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.TaskCommunicatorDescriptor_java,8,2,0,33,14,0,1,1,1,2,0,0,33,14,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.serviceplugins.api.TaskSchedulerContext_java,109,19,3,224,62,0,7,7,2,9,13,1,338,62,1,3,6,317,8,0,1,0,5,0,2,0,0,3,0,0,0,0,0,0,0,0
tez-api.src.main.java.org.apache.tez.serviceplugins.api.TaskSchedulerDescriptor_java,8,2,0,32,14,0,1,1,1,2,0,0,32,14,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,-1,1,1
tez-api.src.main.java.org.apache.tez.serviceplugins.api.TaskScheduler_java,134,19,0,266,57,0,5,7,4,11,8,0,316,57,0,0,4,268,7,0,2,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.AsyncDispatcherConcurrent_java,241,46,1,371,269,45,2,2,2,4,0,1,21,268,1,12,1,12,1,1,0,0,0,0,0,0,0,1,53,50,3,0,0,-1,1,0
tez-common.src.main.java.org.apache.tez.common.AsyncDispatcher_java,266,55,1,396,292,48,3,2,1,3,0,2,35,291,2,21,2,21,1,1,0,0,0,0,0,0,0,1,53,49,4,0,0,-1,1,0
tez-common.src.main.java.org.apache.tez.common.CallableWithNdc_java,16,3,1,43,20,0,0,10,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.DagContainerLauncher_java,9,2,1,43,15,0,1,3,4,7,0,0,43,15,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.EnvironmentUpdateUtils_java,78,7,0,127,58,4,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.GcTimeUpdater_java,42,7,0,78,41,5,0,2,4,6,0,0,0,41,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.RunnableWithNdc_java,16,3,1,42,19,0,0,1,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.TezAbstractEvent_java,16,2,0,45,10,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.TezContainerLogAppender_java,36,6,0,77,36,3,0,1,1,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.TezExecutors_java,20,3,0,52,11,0,1,8,0,8,0,0,52,11,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.TezLog4jConfigurator_java,21,4,1,51,26,6,0,0,1,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.TezSharedExecutor_java,194,44,0,348,234,26,2,2,2,4,0,1,350,233,1,12,2,350,0,0,0,0,0,0,0,0,0,0,10,9,1,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.TezUtilsInternal_java,257,76,1,397,313,42,13,28,13,41,19,6,236,304,4,40,7,132,5,0,2,0,3,0,0,0,0,2,24,21,3,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.io.NonSyncByteArrayInputStream_java,64,13,0,99,52,10,1,5,0,5,0,1,99,52,1,99,1,99,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.io.NonSyncByteArrayOutputStream_java,75,14,0,113,64,10,1,5,0,5,0,1,113,64,1,113,1,113,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.io.NonSyncDataOutputStream_java,28,5,0,57,25,1,1,7,0,7,0,1,57,25,1,57,1,57,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.common.package-info_java,0,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.history.logging.EntityTypes_java,0,0,0,30,11,0,2,7,0,7,0,2,1,11,2,30,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.DagIdentifierImpl_java,35,9,0,69,42,7,1,1,3,4,0,0,69,42,0,0,1,69,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.TaskAttemptIdentifierImpl_java,35,9,0,70,43,7,1,1,5,6,0,0,70,43,0,0,1,70,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.TaskAttemptTerminationCause_java,0,0,0,52,28,0,3,23,0,23,1,0,9,28,0,0,2,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.TaskIdentifierImpl_java,35,9,0,70,43,7,1,1,5,6,0,0,70,43,0,0,1,70,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.TezDAGID_java,142,21,1,221,129,7,5,71,2,73,0,4,117,129,4,55,6,124,6,0,0,0,3,0,1,2,0,3,2,2,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.TezID_java,68,17,1,120,74,11,1,31,0,31,0,0,21,74,0,0,1,21,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.TezTaskAttemptID_java,101,17,1,168,100,6,1,96,4,100,0,0,57,100,0,0,1,57,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.TezTaskID_java,116,19,1,179,116,7,1,49,4,53,0,0,51,116,0,0,1,51,1,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.TezVertexID_java,100,16,1,164,98,2,2,58,3,61,0,0,52,98,0,0,2,52,1,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.VertexIdentifierImpl_java,40,10,0,77,49,7,1,1,5,6,0,0,77,49,0,0,1,77,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.records.package-info_java,0,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.utils.RelocalizationUtils_java,24,5,0,69,42,4,1,3,2,5,0,1,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.dag.utils.package-info_java,0,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.runtime.common.resources.InitialMemoryAllocator_java,13,1,0,47,8,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.runtime.common.resources.InitialMemoryRequestContext_java,28,5,0,66,35,0,0,3,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
