Filename,DES_Size,DES_Complexity,DES_Design Smells,SCC_LOC,SCC_CLOC,SCC_COMPLEXITY,ARCH_Revisions,ARCH_Dependent Partners,ARCH_Depends on Partners,ARCH_Total Dependencies,ARCH_CoChange Partners,ARCH_Bug Commits,ARCH_Churn,DV8_LOC,DV8_TargetChangeCount,DV8_TargetChurn,DV8_ChangeCount,DV8_ChangeChurn,DV8_TotalIssues,DV8_Clique,DV8_Crossing,DV8_IsCenter,DV8_ModularityViolation,DV8_PackageCycle,DV8_UnhealthyInheritance,DV8_UnstableInterface,DV8_isUnstableInterface,DV8_PresentInIssues,SQ_Issues,SQ_CodeSmells,SQ_Bugs,SQ_Vulnerabilities,SQ_SecuritySpots,S101_Fat,S101_ClassTangles,S101_PkgTangles
tez-common.src.main.java.org.apache.tez.runtime.common.resources.package-info_java,0,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.util.FastNumberFormat_java,30,7,1,55,31,3,1,4,0,4,0,0,55,31,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.util.StopWatch_java,71,12,0,108,53,3,1,7,0,7,0,1,108,53,1,108,1,108,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tez-common.src.main.java.org.apache.tez.util.TezMxBeanResourceCalculator_java,92,13,0,132,84,5,3,2,0,2,0,1,69,84,1,65,3,148,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.Utils_java,53,7,1,99,73,8,2,4,8,12,0,0,99,199,0,0,1,167,7,0,2,0,1,1,2,1,0,5,12,12,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.client.LocalClient_java,238,54,2,386,303,36,7,0,12,12,2,4,61,288,3,10,5,58,7,0,1,0,3,0,2,1,0,4,20,16,4,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.api.client.DAGClientHandler_java,120,33,1,191,145,13,6,4,10,14,2,3,61,145,3,21,5,56,10,1,1,0,3,3,2,0,0,5,7,7,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.api.client.DAGClientServer_java,60,11,1,138,100,7,3,2,6,8,0,3,12,100,3,12,3,12,7,1,1,0,1,2,1,1,0,6,4,4,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.api.client.DAGStatusBuilder_java,54,18,1,95,65,0,0,3,6,9,0,0,0,65,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.api.client.ProgressBuilder_java,35,11,1,69,38,0,1,6,1,7,0,0,4,38,0,0,1,4,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.api.client.VertexStatusBuilder_java,51,18,1,92,63,0,1,5,6,11,0,0,2,63,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.api.client.rpc.DAGClientAMProtocolBlockingPBServerImpl_java,143,19,2,229,194,9,5,1,10,11,3,4,43,194,4,37,5,43,8,1,0,0,3,1,2,1,0,5,2,2,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.api.oldrecords.AMInfo_java,14,12,1,38,17,0,0,2,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.api.oldrecords.TaskAttemptReport_java,44,28,1,66,34,0,0,2,3,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.api.oldrecords.TaskAttemptState_java,0,0,0,28,9,0,0,19,0,19,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.api.oldrecords.TaskReport_java,12,10,0,36,14,0,0,4,2,6,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.api.oldrecords.TaskState_java,0,0,0,23,4,0,0,14,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.AppContext_java,56,48,2,144,75,0,10,38,13,51,15,4,39,76,4,17,6,23,20,0,4,0,1,11,1,3,1,5,2,2,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.ClusterInfo_java,20,5,0,47,23,1,0,4,1,5,0,0,0,23,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.ContainerContext_java,132,29,0,241,164,25,1,9,1,10,0,0,52,164,0,0,1,54,4,0,0,0,0,4,0,0,0,1,8,8,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.ContainerHeartbeatHandler_java,17,5,2,60,31,1,0,4,5,9,0,0,0,31,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.ContainerLauncherContextImpl_java,65,12,1,148,115,0,7,1,22,23,18,1,164,115,1,3,3,14,16,1,0,0,6,5,2,2,0,5,1,1,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.DAGAppMasterState_java,0,0,0,31,12,0,0,4,0,4,0,0,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.DAGAppMaster_java,1851,352,5,2804,2326,302,68,6,92,98,56,38,1665,2313,33,669,53,1293,36,1,4,1,6,11,10,4,0,6,159,144,12,0,3,464,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.HeartbeatHandlerBase_java,101,25,2,167,116,11,0,4,1,5,0,0,0,116,0,0,0,0,2,0,0,0,0,1,1,0,0,2,3,2,1,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.RecoveryParser_java,802,169,3,1094,960,115,7,7,39,46,27,6,811,962,3,33,3,33,12,1,1,0,1,5,3,1,0,6,84,84,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.ServicePluginLifecycleAbstractService_java,23,5,0,52,26,0,1,3,1,4,0,0,52,26,0,0,1,52,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.TaskAttemptEventInfo_java,19,4,0,46,22,0,1,3,1,4,0,0,8,22,0,0,1,8,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.TaskCommunicatorContextImpl_java,157,32,2,270,220,12,20,1,21,22,22,0,410,223,0,0,15,344,13,1,0,0,7,2,1,2,0,5,9,9,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.TaskCommunicatorManagerInterface_java,16,11,0,57,23,0,8,12,8,20,25,1,45,23,1,8,1,8,11,0,2,0,2,4,1,2,1,5,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.TaskCommunicatorManager_java,371,72,1,688,552,74,43,2,59,61,56,7,1438,552,4,50,8,74,20,1,1,0,4,4,8,2,0,6,38,37,1,0,0,107,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.TaskCommunicatorWrapper_java,39,12,0,95,62,0,3,4,6,10,2,1,97,62,1,12,2,14,5,0,0,0,3,1,0,1,0,3,12,12,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.TaskHeartbeatHandler_java,20,5,2,67,34,1,1,6,8,14,0,0,3,34,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.TezDagVersionInfo_java,5,1,0,28,7,0,0,1,1,2,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.TezLocalTaskCommunicatorImpl_java,17,3,2,46,26,1,3,1,3,4,2,0,54,26,0,0,3,54,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.TezTaskCommunicatorImpl_java,294,57,3,477,397,56,26,3,26,29,24,2,809,398,2,8,22,739,11,0,0,0,6,1,3,1,0,4,23,22,1,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.DAGReport_java,34,32,2,60,38,0,0,3,2,5,0,0,0,38,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.DAGScheduler_java,55,16,0,92,63,15,2,3,5,8,0,2,95,71,2,99,3,121,4,0,0,0,1,2,1,0,0,3,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.DAGState_java,0,0,0,30,12,0,0,12,0,12,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.DAGTerminationCause_java,0,0,0,64,20,0,1,4,1,5,0,0,3,20,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.DAG_java,41,29,0,100,53,0,9,29,14,43,9,3,19,52,3,6,7,20,11,0,2,0,2,4,2,1,0,5,2,2,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.RootInputInitializerManager_java,324,59,3,534,433,51,4,2,33,35,3,3,64,428,1,32,1,32,11,1,0,0,2,3,5,0,0,4,22,21,1,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.StateChangeNotifier_java,206,37,0,312,236,27,1,7,12,19,0,0,7,236,0,0,0,0,3,0,0,0,0,3,0,0,0,1,9,7,2,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.TaskAttemptStateInternal_java,0,0,0,38,14,0,1,4,0,4,0,0,1,14,0,0,1,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.TaskAttempt_java,84,28,1,144,63,5,4,20,11,31,2,2,17,62,2,8,3,14,6,0,1,0,0,3,2,0,0,3,4,4,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.TaskStateInternal_java,0,0,0,23,4,0,0,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.TaskStateUpdateListener_java,3,1,0,35,9,0,0,2,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.TaskTerminationCause_java,0,0,0,44,9,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.Task_java,31,18,0,76,33,0,4,15,10,25,3,0,10,36,0,0,3,7,5,0,1,0,0,2,1,1,0,4,1,1,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.VertexStateUpdateListener_java,3,1,0,30,7,0,0,4,1,5,0,0,0,7,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.VertexState_java,0,0,0,31,13,0,1,10,0,10,0,0,1,13,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.VertexTerminationCause_java,0,0,0,75,23,0,2,5,1,6,0,1,7,23,1,5,1,5,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.Vertex_java,110,82,2,233,143,0,17,24,34,58,13,8,73,149,8,38,15,68,14,0,5,1,1,4,1,3,1,5,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.CallableEventType_java,0,0,0,25,4,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.CallableEvent_java,11,3,0,42,17,0,0,3,2,5,0,0,0,17,0,0,0,0,2,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGAppMasterEventDAGFinished_java,15,3,1,42,19,0,0,2,4,6,0,0,0,19,0,0,0,0,4,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGAppMasterEventDagCleanup_java,10,2,1,31,12,0,0,1,3,4,0,0,0,12,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGAppMasterEventSchedulingServiceError_java,10,2,1,35,13,0,1,2,3,5,0,0,15,13,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGAppMasterEventType_java,0,0,0,31,12,0,1,11,0,11,0,0,3,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGAppMasterEventUserServiceFatalError_java,16,3,1,46,25,0,1,6,3,9,0,0,46,25,0,0,0,0,3,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGAppMasterEvent_java,5,1,0,30,7,0,0,6,2,8,0,0,0,7,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventCommitCompleted_java,20,4,1,48,24,0,0,1,4,5,0,0,0,24,0,0,0,0,3,1,0,0,0,1,1,0,0,3,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventCounterUpdate_java,27,6,2,60,31,0,0,2,3,5,0,0,0,31,0,0,0,0,2,0,0,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventDiagnosticsUpdate_java,10,2,2,35,12,0,0,4,3,7,0,0,0,12,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventInternalError_java,10,2,2,32,13,0,1,3,4,7,0,0,32,13,0,0,0,0,4,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventRecoverEvent_java,21,5,1,51,25,1,1,2,5,7,0,0,23,25,0,0,0,0,5,1,0,0,0,3,1,0,0,3,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventSchedulerUpdate_java,16,3,1,47,22,0,1,5,3,8,0,1,3,22,1,3,1,3,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventStartDag_java,10,2,1,38,14,0,0,2,3,5,0,0,0,14,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventTerminateDag_java,15,3,1,38,19,0,1,3,5,8,0,0,38,19,0,0,0,0,5,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventType_java,0,0,0,50,14,0,1,17,0,17,0,0,4,14,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventVertexCompleted_java,26,5,1,57,31,0,0,2,5,7,0,0,0,31,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEventVertexReRunning_java,10,2,1,37,12,0,0,2,3,5,0,0,0,12,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DAGEvent_java,13,2,0,41,13,0,0,16,3,19,0,0,0,13,0,0,0,0,4,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.DiagnosableEvent_java,3,1,1,24,4,0,0,16,0,16,0,0,0,4,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.RecoveryEvent_java,3,1,0,23,4,0,1,8,0,8,0,0,23,4,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.SpeculatorEventTaskAttemptStatusUpdate_java,28,6,1,60,33,0,0,2,5,7,0,0,0,33,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.SpeculatorEventType_java,0,0,0,29,4,0,0,3,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.SpeculatorEvent_java,10,2,0,36,13,0,0,5,3,8,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventAttemptFailed_java,29,6,2,72,43,0,3,3,8,11,2,0,44,43,0,0,1,2,6,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventAttemptKilled_java,23,5,2,61,35,0,2,3,7,10,0,0,63,35,0,0,1,47,6,0,0,0,0,2,4,0,0,2,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventContainerTerminatedBySystem_java,20,4,1,53,28,0,1,2,6,8,0,1,12,28,1,12,1,12,4,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventContainerTerminated_java,20,4,1,52,28,0,1,2,6,8,0,1,11,28,1,11,1,11,4,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventContainerTerminating_java,15,3,2,46,22,0,0,1,6,7,0,0,0,22,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventKillRequest_java,23,5,2,57,31,0,1,1,7,8,0,0,14,31,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventNodeFailed_java,15,3,2,46,22,0,0,1,6,7,0,0,0,22,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventOutputFailed_java,18,4,1,51,25,0,0,3,6,9,0,0,0,25,0,0,0,0,3,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventSchedule_java,15,3,1,41,17,0,0,3,3,6,0,0,0,17,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventStartedRemotely_java,8,2,2,33,11,0,2,1,4,5,0,0,47,11,0,0,1,33,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventStatusUpdate_java,17,4,1,46,21,0,1,2,4,6,0,1,9,21,1,9,1,9,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventSubmitted_java,18,4,1,49,23,0,1,2,4,6,0,0,49,23,0,0,1,49,4,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventTerminationCauseEvent_java,3,1,0,26,5,0,0,11,1,12,0,0,0,5,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventTezEventUpdate_java,10,2,1,37,14,0,1,2,4,6,0,0,36,14,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEventType_java,0,0,0,61,18,0,4,18,0,18,2,1,17,18,1,9,3,13,3,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskAttemptEvent_java,21,3,1,50,17,0,0,16,4,20,0,0,0,17,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEventScheduleTask_java,20,4,1,50,26,0,1,2,6,8,0,0,14,26,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEventTAFailed_java,16,3,1,46,22,0,1,2,5,7,0,0,46,22,0,0,0,0,2,0,0,0,0,1,1,0,0,2,3,3,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEventTAKilled_java,10,2,1,37,14,0,1,2,4,6,0,0,37,14,0,0,0,0,2,0,0,0,0,1,1,0,0,2,3,3,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEventTALaunched_java,5,1,2,29,8,0,1,1,3,4,0,0,29,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEventTASucceeded_java,5,1,2,29,8,0,1,1,3,4,0,0,29,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEventTAUpdate_java,10,2,1,36,13,0,2,5,3,8,0,1,30,13,1,16,1,16,3,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEventTermination_java,28,6,1,62,35,3,1,2,7,9,0,0,16,35,0,0,0,0,3,0,0,0,0,1,2,0,0,2,1,1,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEventType_java,0,0,0,41,10,0,1,11,0,11,0,0,3,10,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.TaskEvent_java,16,3,0,45,17,0,0,7,3,10,0,0,0,17,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventCommitCompleted_java,20,4,1,47,23,0,0,1,3,4,0,0,0,23,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventInputDataInformation_java,10,2,1,40,14,0,0,2,4,6,0,0,0,14,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventManagerUserCodeError_java,10,2,1,36,13,0,0,2,4,6,0,0,0,13,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventNullEdgeInitialized_java,15,3,1,42,19,0,0,2,5,7,0,0,0,19,0,0,0,0,4,1,0,0,0,2,1,0,0,3,0,0,0,0,0,-1,1,1
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventRecoverVertex_java,10,2,1,35,13,0,1,2,4,6,0,0,1,13,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventRootInputFailed_java,15,3,1,42,18,0,0,2,4,6,0,0,0,18,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventRootInputInitialized_java,20,4,1,50,24,3,0,2,4,6,0,0,0,24,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventRouteEvent_java,10,2,1,39,14,0,1,4,4,8,0,0,12,14,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventSourceTaskAttemptCompleted_java,10,2,2,38,15,0,0,1,4,5,0,0,0,15,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventSourceVertexStarted_java,15,3,1,43,19,0,0,1,3,4,0,0,0,19,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventTaskAttemptCompleted_java,15,3,1,44,20,0,0,3,5,8,0,0,0,20,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventTaskCompleted_java,15,3,1,43,18,0,0,2,4,6,0,0,0,18,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventTaskReschedule_java,10,2,2,34,12,0,0,2,3,5,0,0,0,12,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventTermination_java,13,2,1,43,13,0,0,2,4,6,0,0,0,13,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
tez-dag.src.main.java.org.apache.tez.dag.app.dag.event.VertexEventType_java,0,0,0,67,22,0,1,18,0,18,0,0,3,22,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
